state_code,state_name,sa2_code,sa2_name,pop_2022
1,New South Wales,101021007,Braidwood,4364
1,New South Wales,101021008,Karabar,8535
1,New South Wales,101021009,Queanbeyan,11376
1,New South Wales,101021010,Queanbeyan - East,5093
1,New South Wales,101021012,Queanbeyan West - Jerrabomberra,12775
1,New South Wales,101021610,Googong,6723
1,New South Wales,101021611,Queanbeyan Surrounds,16841
1,New South Wales,101031013,Bombala,2463
1,New South Wales,101031014,Cooma,6663
1,New South Wales,101031015,Cooma Surrounds,3503
1,New South Wales,101031016,Jindabyne - Berridale,8199
1,New South Wales,101041017,Batemans Bay,8635
1,New South Wales,101041018,Batemans Bay - South,8953
1,New South Wales,101041019,Bega - Tathra,8869
1,New South Wales,101041020,Bega-Eden Hinterland,9623
1,New South Wales,101041021,Broulee - Tomakin,3823
1,New South Wales,101041022,Deua - Wadbilliga,41
1,New South Wales,101041023,Eden,3410
1,New South Wales,101041024,Eurobodalla Hinterland,3562
1,New South Wales,101041025,Merimbula - Tura Beach,11495
1,New South Wales,101041026,Moruya - Tuross Head,8577
1,New South Wales,101041027,Narooma - Bermagui,9914
1,New South Wales,101051539,Goulburn,24829
1,New South Wales,101051540,Goulburn Surrounds,13935
1,New South Wales,101061541,Yass,6782
1,New South Wales,101061542,Yass Surrounds,12782
1,New South Wales,101061543,Young,10987
1,New South Wales,101061544,Young Surrounds,7671
1,New South Wales,102011028,Avoca Beach - Copacabana,7477
1,New South Wales,102011029,Box Head - MacMasters Beach,11051
1,New South Wales,102011030,Calga - Kulnura,4691
1,New South Wales,102011031,Erina - Green Point,14648
1,New South Wales,102011032,Gosford - Springfield,21682
1,New South Wales,102011033,Kariong,6409
1,New South Wales,102011034,Kincumber - Picketts Valley,7527
1,New South Wales,102011035,Narara,7269
1,New South Wales,102011036,Niagara Park - Lisarow,8193
1,New South Wales,102011037,Point Clare - Koolewong,6606
1,New South Wales,102011038,Saratoga - Davistown,7204
1,New South Wales,102011039,Terrigal - North Avoca,14897
1,New South Wales,102011040,Umina - Booker Bay - Patonga,24830
1,New South Wales,102011041,Wamberal - Forresters Beach,10671
1,New South Wales,102011042,Woy Woy - Blackwall,14271
1,New South Wales,102011043,Wyoming,11339
1,New South Wales,102021044,Bateau Bay - Killarney Vale,22894
1,New South Wales,102021045,Blue Haven - San Remo,11459
1,New South Wales,102021046,Budgewoi - Buff Point - Halekulani,9868
1,New South Wales,102021047,Chittaway Bay - Tumbi Umbi,16182
1,New South Wales,102021048,Gorokan - Kanwal - Charmhaven,22575
1,New South Wales,102021049,Jilliby - Yarramalong,3449
1,New South Wales,102021050,Lake Munmorah - Mannering Park,11030
1,New South Wales,102021051,Ourimbah - Fountaindale,4909
1,New South Wales,102021052,Summerland Point - Gwandalan,6629
1,New South Wales,102021053,The Entrance,15814
1,New South Wales,102021054,Toukley - Norah Head,9897
1,New South Wales,102021055,Tuggerah - Kangy Angy,5237
1,New South Wales,102021056,Warnervale - Wadalba,20950
1,New South Wales,102021057,Wyong,9272
1,New South Wales,103011059,Bathurst - East,12665
1,New South Wales,103011060,Bathurst Surrounds,6939
1,New South Wales,103011061,Oberon,4845
1,New South Wales,103011612,Bathurst - South,10710
1,New South Wales,103011613,Bathurst - West,14481
1,New South Wales,103021062,Condobolin,6390
1,New South Wales,103021063,Cowra,9239
1,New South Wales,103021064,Cowra Surrounds,5724
1,New South Wales,103021065,Forbes,10034
1,New South Wales,103021066,Grenfell,3590
1,New South Wales,103021067,Parkes (NSW),10961
1,New South Wales,103021068,Parkes Surrounds,3199
1,New South Wales,103021069,West Wyalong,5456
1,New South Wales,103031070,Lithgow,12367
1,New South Wales,103031071,Lithgow Surrounds,8438
1,New South Wales,103031072,Mudgee,12559
1,New South Wales,103031073,Mudgee Surrounds - East,3357
1,New South Wales,103031074,Mudgee Surrounds - West,11159
1,New South Wales,103031075,Wollangambe - Wollemi,0
1,New South Wales,103041076,Blayney,7606
1,New South Wales,103041077,Orange,19125
1,New South Wales,103041078,Orange - North,23226
1,New South Wales,103041079,Orange Surrounds,11857
1,New South Wales,104011080,Grafton,19431
1,New South Wales,104011081,Grafton Surrounds,17107
1,New South Wales,104011082,Maclean - Yamba - Iluka,17575
1,New South Wales,104021083,Bellingen,6154
1,New South Wales,104021084,Coffs Harbour - North,18342
1,New South Wales,104021085,Coffs Harbour - South,11349
1,New South Wales,104021086,Coramba - Nana Glen - Bucca,3971
1,New South Wales,104021087,Dorrigo,3228
1,New South Wales,104021088,Korora - Emerald Beach,10412
1,New South Wales,104021089,Sawtell - Boambee,20194
1,New South Wales,104021090,Urunga,4915
1,New South Wales,104021091,Woolgoolga - Arrawarra,14719
1,New South Wales,105011092,Bourke - Brewarrina,3508
1,New South Wales,105011093,Cobar,4119
1,New South Wales,105011094,Coonamble,4022
1,New South Wales,105011095,Nyngan - Warren,4594
1,New South Wales,105011096,Walgett - Lightning Ridge,5807
1,New South Wales,105021097,Broken Hill,17567
1,New South Wales,105021098,Far West,2289
1,New South Wales,105031099,Coonabarabran,7952
1,New South Wales,105031100,Dubbo - East,10802
1,New South Wales,105031101,Dubbo - South,19965
1,New South Wales,105031102,Dubbo - West,10532
1,New South Wales,105031103,Dubbo Surrounds,6012
1,New South Wales,105031104,Gilgandra,4411
1,New South Wales,105031105,Narromine,6530
1,New South Wales,105031106,Wellington,8938
1,New South Wales,106011107,Branxton - Greta - Pokolbin,13500
1,New South Wales,106011108,Cessnock,23829
1,New South Wales,106011109,Cessnock Surrounds,9347
1,New South Wales,106011110,Dungog,9707
1,New South Wales,106011111,Kurri Kurri - Abermain,21552
1,New South Wales,106011112,Singleton,17415
1,New South Wales,106011113,Singleton Surrounds,5390
1,New South Wales,106021114,Maitland,9130
1,New South Wales,106021116,Maitland - North,8937
1,New South Wales,106021614,East Maitland - Metford,18121
1,New South Wales,106021615,Rutherford (North) - Aberglasslyn,18367
1,New South Wales,106021616,Rutherford (South) - Telarah,8383
1,New South Wales,106021617,Tenambit - East Maitland,10281
1,New South Wales,106021618,Thornton - Millers Forest,17020
1,New South Wales,106031119,Anna Bay,6580
1,New South Wales,106031120,Lemon Tree Passage - Tanilba Bay,6927
1,New South Wales,106031121,Nelson Bay Peninsula,21935
1,New South Wales,106031122,Raymond Terrace,14902
1,New South Wales,106031123,Seaham - Woodville,5733
1,New South Wales,106031124,Tea Gardens - Hawks Nest,5780
1,New South Wales,106031125,Williamtown - Medowie - Karuah,15532
1,New South Wales,106041126,Muswellbrook,12405
1,New South Wales,106041127,Muswellbrook Surrounds,4111
1,New South Wales,106041128,Scone,6037
1,New South Wales,106041129,Scone Surrounds,8253
1,New South Wales,107011131,Dapto - Avondale,24442
1,New South Wales,107011132,Horsley - Kembla Grange,12974
1,New South Wales,107011133,Port Kembla Industrial,7
1,New South Wales,107011134,Unanderra - Mount Kembla,15231
1,New South Wales,107011545,Berkeley - Lake Heights - Cringila,14126
1,New South Wales,107011546,Port Kembla - Warrawong,9639
1,New South Wales,107011547,Windang - Primbee,4183
1,New South Wales,107021135,Illawarra Catchment Reserve,5
1,New South Wales,107031136,Albion Park - Macquarie Pass,20606
1,New South Wales,107031137,Albion Park Rail,6872
1,New South Wales,107031138,Kiama,8831
1,New South Wales,107031139,Kiama Downs - Minnamurra,5957
1,New South Wales,107031140,Kiama Hinterland - Gerringong,8046
1,New South Wales,107031141,Shellharbour - Flinders,19796
1,New South Wales,107031142,Shellharbour - Oak Flats,10637
1,New South Wales,107031143,Warilla,20345
1,New South Wales,107041144,Balgownie - Fairy Meadow,21570
1,New South Wales,107041145,Corrimal - Tarrawanna - Bellambi,16093
1,New South Wales,107041146,Figtree - Keiraville,23018
1,New South Wales,107041147,Helensburgh,9084
1,New South Wales,107041148,Thirroul - Austinmer - Coalcliff,11926
1,New South Wales,107041150,Woonona - Bulli - Russell Vale,20621
1,New South Wales,107041548,Wollongong - East,16648
1,New South Wales,107041549,Wollongong - West,16739
1,New South Wales,108011151,Bulahdelah - Stroud,5276
1,New South Wales,108011152,Forster,14636
1,New South Wales,108011153,Forster-Tuncurry Surrounds,7052
1,New South Wales,108011154,Tuncurry,6340
1,New South Wales,108021155,Kempsey,16013
1,New South Wales,108021156,Kempsey Surrounds,9497
1,New South Wales,108021157,Macksville - Scotts Head,5262
1,New South Wales,108021158,Nambucca Heads,7147
1,New South Wales,108021159,Nambucca Heads Surrounds,8162
1,New South Wales,108021160,South West Rocks,5673
1,New South Wales,108031161,Lord Howe Island,450
1,New South Wales,108041162,Laurieton - Bonny Hills,18633
1,New South Wales,108041164,Port Macquarie - West,21995
1,New South Wales,108041165,Port Macquarie Surrounds,5307
1,New South Wales,108041166,Wauchope,13071
1,New South Wales,108041619,Port Macquarie - East,11844
1,New South Wales,108041620,Port Macquarie - South,17315
1,New South Wales,108051167,Gloucester,5297
1,New South Wales,108051168,Old Bar - Manning Point - Red Head,12689
1,New South Wales,108051169,Taree,21294
1,New South Wales,108051170,Taree Surrounds,13214
1,New South Wales,108051171,Wingham,5372
1,New South Wales,109011172,Albury - East,18442
1,New South Wales,109011173,Albury - North,10500
1,New South Wales,109011174,Albury - South,10436
1,New South Wales,109011175,Albury Surrounds,12682
1,New South Wales,109011176,Lavington,15594
1,New South Wales,109021177,Hay,2846
1,New South Wales,109021178,Wentworth - Buronga,6621
1,New South Wales,109021179,Wentworth-Balranald Region,3629
1,New South Wales,109031180,Corowa,5528
1,New South Wales,109031181,Corowa Surrounds,7287
1,New South Wales,109031182,Deniliquin,7031
1,New South Wales,109031183,Deniliquin Surrounds,6818
1,New South Wales,109031184,Moama,7115
1,New South Wales,109031185,Tocumwal - Finley - Jerilderie,9828
1,New South Wales,110011186,Armidale,24155
1,New South Wales,110011187,Armidale Surrounds - North,4539
1,New South Wales,110011188,Armidale Surrounds - South,5902
1,New South Wales,110011189,Walcha,3136
1,New South Wales,110021190,Glen Innes,8935
1,New South Wales,110021191,Inverell,12140
1,New South Wales,110021192,Inverell Surrounds - East,5216
1,New South Wales,110021193,Inverell Surrounds - West,5728
1,New South Wales,110021194,Tenterfield,6877
1,New South Wales,110031195,Moree,7995
1,New South Wales,110031196,Moree Surrounds,5304
1,New South Wales,110031197,Narrabri,6890
1,New South Wales,110031198,Narrabri Surrounds,4634
1,New South Wales,110041199,Gunnedah,9890
1,New South Wales,110041200,Gunnedah Surrounds,4403
1,New South Wales,110041201,Quirindi,7655
1,New South Wales,110041202,Tamworth - East,22018
1,New South Wales,110041203,Tamworth - North,16695
1,New South Wales,110041204,Tamworth - West,6234
1,New South Wales,110041205,Tamworth Surrounds,19336
1,New South Wales,111011206,Belmont - Bennetts Green,17760
1,New South Wales,111011207,Belmont South - Blacksmiths,5665
1,New South Wales,111011208,Charlestown - Dudley,25489
1,New South Wales,111011209,Glendale - Cardiff - Hillsborough,24945
1,New South Wales,111011210,Mount Hutton - Windale,9584
1,New South Wales,111011211,Redhead,3774
1,New South Wales,111011212,Swansea - Caves Beach,12678
1,New South Wales,111011213,Valentine - Eleebana,12452
1,New South Wales,111011214,Warners Bay - Boolaroo,14881
1,New South Wales,111021215,Bolton Point - Teralba,10361
1,New South Wales,111021216,Bonnells Bay - Silverwater,9919
1,New South Wales,111021217,Edgeworth - Cameron Park,16986
1,New South Wales,111021218,Morisset - Cooranbong,18667
1,New South Wales,111021219,Toronto - Awaba,14085
1,New South Wales,111021220,Wangi Wangi - Rathmines,9494
1,New South Wales,111021221,West Wallsend - Barnsley - Killingworth,7326
1,New South Wales,111031222,Adamstown - Kotara,16802
1,New South Wales,111031223,Beresfield - Hexham,8646
1,New South Wales,111031224,Hamilton - Broadmeadow,12828
1,New South Wales,111031225,Lambton - New Lambton,17378
1,New South Wales,111031226,Maryland - Fletcher - Minmi,16933
1,New South Wales,111031227,Mayfield - Warabrook,15666
1,New South Wales,111031228,Merewether - The Junction,14596
1,New South Wales,111031229,Newcastle - Cooks Hill,13264
1,New South Wales,111031230,Newcastle Port - Kooragang,28
1,New South Wales,111031231,Shortland - Jesmond,12960
1,New South Wales,111031232,Stockton - Fullerton Cove,9112
1,New South Wales,111031233,Wallsend - Elermore Vale,21120
1,New South Wales,111031234,Waratah - North Lambton,12980
1,New South Wales,111031235,Wickham - Carrington - Tighes Hill,9496
1,New South Wales,112011236,Ballina,18706
1,New South Wales,112011237,Ballina Surrounds,18577
1,New South Wales,112011238,Bangalow,7111
1,New South Wales,112011239,Brunswick Heads - Ocean Shores,9253
1,New South Wales,112011240,Byron Bay,10869
1,New South Wales,112011241,Evans Head,5700
1,New South Wales,112011242,Lennox Head - Skennars Head,9368
1,New South Wales,112011243,Mullumbimby,8988
1,New South Wales,112021244,Casino,12323
1,New South Wales,112021245,Casino Surrounds,7441
1,New South Wales,112021246,Goonellabah,13758
1,New South Wales,112021247,Kyogle,7644
1,New South Wales,112021248,Lismore,14875
1,New South Wales,112021249,Lismore Surrounds,15836
1,New South Wales,112031250,Kingscliff - Fingal Head,14850
1,New South Wales,112031251,Murwillumbah,9453
1,New South Wales,112031252,Murwillumbah Surrounds,10446
1,New South Wales,112031253,Pottsville,14218
1,New South Wales,112031254,Tweed Heads,20695
1,New South Wales,112031550,Banora Point,16328
1,New South Wales,112031551,Terranora - North Tumbulgum,3333
1,New South Wales,112031552,Tweed Heads South,8395
1,New South Wales,113011256,Griffith (NSW),20510
1,New South Wales,113011257,Griffith Surrounds,12820
1,New South Wales,113011258,Leeton,10320
1,New South Wales,113011259,Narrandera,5897
1,New South Wales,113021260,Tumbarumba,3507
1,New South Wales,113021261,Tumut,6667
1,New South Wales,113021262,Tumut Surrounds,4745
1,New South Wales,113031263,Cootamundra,7707
1,New South Wales,113031264,Gundagai,3705
1,New South Wales,113031265,Junee,6382
1,New South Wales,113031266,Temora,6568
1,New South Wales,113031267,Wagga Wagga - East,16919
1,New South Wales,113031268,Wagga Wagga - North,5774
1,New South Wales,113031269,Wagga Wagga - South,22879
1,New South Wales,113031270,Wagga Wagga - West,11796
1,New South Wales,113031271,Wagga Wagga Surrounds,18157
1,New South Wales,114011272,Berry - Kangaroo Valley,9360
1,New South Wales,114011273,Callala Bay - Currarong,3589
1,New South Wales,114011274,Culburra Beach,5049
1,New South Wales,114011275,Ettrema - Sassafras - Budawang,62
1,New South Wales,114011276,Huskisson - Vincentia,4901
1,New South Wales,114011277,North Nowra - Bomaderry,16216
1,New South Wales,114011278,Nowra,23202
1,New South Wales,114011279,St Georges Basin - Erowal Bay,15391
1,New South Wales,114011280,Sussex Inlet - Berrara,4684
1,New South Wales,114011281,Tomerong - Wandandian - Woollamia,3736
1,New South Wales,114011282,Ulladulla,17196
1,New South Wales,114011283,Ulladulla Surrounds,5836
1,New South Wales,114021284,Bowral,13500
1,New South Wales,114021285,Hill Top - Colo Vale,6460
1,New South Wales,114021286,Mittagong,10995
1,New South Wales,114021287,Moss Vale - Berrima,10744
1,New South Wales,114021288,Robertson - Fitzroy Falls,3837
1,New South Wales,114021289,Southern Highlands,7201
1,New South Wales,115011290,Baulkham Hills - East,24719
1,New South Wales,115011291,Baulkham Hills (West) - Bella Vista,22113
1,New South Wales,115011294,Glenhaven,6321
1,New South Wales,115011296,West Pennant Hills,12383
1,New South Wales,115011553,Castle Hill - Central,7577
1,New South Wales,115011554,Castle Hill - East,5447
1,New South Wales,115011555,Castle Hill - North,12244
1,New South Wales,115011556,Castle Hill - South,10386
1,New South Wales,115011557,Castle Hill - West,5177
1,New South Wales,115011558,Cherrybrook,18818
1,New South Wales,115011621,Kellyville - East,17565
1,New South Wales,115011622,Kellyville - West,12474
1,New South Wales,115021297,Dural - Kenthurst - Wisemans Ferry,22527
1,New South Wales,115021298,Galston - Laughtondale,5453
1,New South Wales,115031299,Bilpin - Colo - St Albans,2800
1,New South Wales,115031300,Kurrajong Heights - Ebenezer,22325
1,New South Wales,115041301,Pitt Town - McGraths Hill,11676
1,New South Wales,115041623,Box Hill - Nelson,14508
1,New South Wales,115041624,North Kellyville,19029
1,New South Wales,115041625,Rouse Hill - Beaumont Hills,17666
1,New South Wales,116011303,Blacktown (East) - Kings Park,17216
1,New South Wales,116011304,Blacktown (North) - Marayong,20794
1,New South Wales,116011306,Doonside - Woodcroft,23446
1,New South Wales,116011307,Lalor Park - Kings Langley,25531
1,New South Wales,116011560,Blacktown - South,12650
1,New South Wales,116011561,Blacktown - West,17278
1,New South Wales,116011626,Seven Hills - Prospect,14856
1,New South Wales,116011627,Toongabbie - West,11690
1,New South Wales,116021309,Glenwood,15778
1,New South Wales,116021562,Acacia Gardens,3606
1,New South Wales,116021563,Quakers Hill,25024
1,New South Wales,116021628,Kellyville Ridge - The Ponds,21257
1,New South Wales,116021629,Marsden Park - Shanes Park,19846
1,New South Wales,116021630,Riverstone,15447
1,New South Wales,116021631,Schofields (West) - Colebee,11423
1,New South Wales,116021632,Schofields - East,29624
1,New South Wales,116021633,Stanhope Gardens - Parklea,13079
1,New South Wales,116031313,Bidwill - Hebersham - Emerton,18530
1,New South Wales,116031314,Glendenning - Dean Park,8388
1,New South Wales,116031315,Hassall Grove - Plumpton,21323
1,New South Wales,116031316,Lethbridge Park - Tregear,21919
1,New South Wales,116031317,Mount Druitt - Whalan,23180
1,New South Wales,116031318,Prospect Reservoir,16
1,New South Wales,116031319,Rooty Hill - Minchinbury,22824
1,New South Wales,117011320,Banksmeadow,584
1,New South Wales,117011321,Botany,13240
1,New South Wales,117011323,Pagewood - Hillsdale - Daceyville,15370
1,New South Wales,117011324,Port Botany Industrial,9
1,New South Wales,117011325,Sydney Airport,23
1,New South Wales,117011634,Eastlakes,8816
1,New South Wales,117011635,Mascot,22721
1,New South Wales,117021327,Petersham - Stanmore,19964
1,New South Wales,117021328,Sydenham - Tempe - St Peters,8383
1,New South Wales,117021636,Marrickville - North,12307
1,New South Wales,117021637,Marrickville - South,14170
1,New South Wales,117031329,Darlinghurst,10594
1,New South Wales,117031330,Erskineville - Alexandria,19941
1,New South Wales,117031331,Glebe - Forest Lodge,20596
1,New South Wales,117031333,Potts Point - Woolloomooloo,18258
1,New South Wales,117031336,Surry Hills,15951
1,New South Wales,117031638,Camperdown - Darlington,8435
1,New South Wales,117031639,Chippendale,8183
1,New South Wales,117031640,Newtown (NSW),14856
1,New South Wales,117031641,Pyrmont,13001
1,New South Wales,117031642,Redfern,14107
1,New South Wales,117031643,Rosebery - Beaconsfield,12913
1,New South Wales,117031644,Sydney (North) - Millers Point,8165
1,New South Wales,117031645,Sydney (South) - Haymarket,21040
1,New South Wales,117031646,Ultimo,7804
1,New South Wales,117031647,Waterloo,17001
1,New South Wales,117031648,Zetland,13297
1,New South Wales,118011339,Bondi - Tamarama - Bronte,19232
1,New South Wales,118011340,Bondi Beach - North Bondi,21050
1,New South Wales,118011341,Bondi Junction - Waverly,17837
1,New South Wales,118011342,Centennial Park,0
1,New South Wales,118011344,Dover Heights,11099
1,New South Wales,118011345,Paddington - Moore Park,14781
1,New South Wales,118011346,Rose Bay - Vaucluse - Watsons Bay,11848
1,New South Wales,118011347,Woollahra,7463
1,New South Wales,118011649,Bellevue Hill,14425
1,New South Wales,118011650,Double Bay - Darling Point,9971
1,New South Wales,118021564,Kensington (NSW),12378
1,New South Wales,118021565,Kingsford,14269
1,New South Wales,118021566,Maroubra - North,9965
1,New South Wales,118021567,Maroubra - South,11163
1,New South Wales,118021568,Maroubra - West,10003
1,New South Wales,118021569,Randwick - North,16155
1,New South Wales,118021570,Randwick - South,12762
1,New South Wales,118021651,Coogee - Clovelly,19392
1,New South Wales,118021652,Malabar - La Perouse,10596
1,New South Wales,118021653,Matraville - Chifley,13411
1,New South Wales,118021654,South Coogee,5639
1,New South Wales,119011354,Bass Hill - Georges Hall,24024
1,New South Wales,119011355,Chullora,1446
1,New South Wales,119011356,Condell Park,12885
1,New South Wales,119011358,Padstow,17068
1,New South Wales,119011360,Revesby,17886
1,New South Wales,119011361,Yagoona - Birrong,22611
1,New South Wales,119011571,Bankstown - North,17136
1,New South Wales,119011572,Bankstown - South,18579
1,New South Wales,119011655,Greenacre - North,14735
1,New South Wales,119011656,Greenacre - South,13299
1,New South Wales,119011657,Panania (North) - Milperra,11338
1,New South Wales,119011658,Panania (South) - Picnic Point,16050
1,New South Wales,119021362,Belmore - Belfield,20486
1,New South Wales,119021366,Punchbowl,21516
1,New South Wales,119021367,Roselands,14635
1,New South Wales,119021573,Lakemba,16876
1,New South Wales,119021574,Wiley Park,10047
1,New South Wales,119021659,Campsie - North,11785
1,New South Wales,119021660,Campsie - South,8979
1,New South Wales,119021661,Canterbury - South,12514
1,New South Wales,119021662,Earlwood,17891
1,New South Wales,119021663,Kingsgrove - North,6219
1,New South Wales,119031370,Narwee - Beverly Hills,13661
1,New South Wales,119031371,Oatley - Hurstville Grove,12509
1,New South Wales,119031372,Peakhurst - Lugarno,20308
1,New South Wales,119031373,Riverwood,11550
1,New South Wales,119031374,South Hurstville - Blakehurst,25581
1,New South Wales,119031664,Hurstville - Central,12337
1,New South Wales,119031665,Hurstville - North,11954
1,New South Wales,119031666,Mortdale - Oatley,14767
1,New South Wales,119031667,Penshurst,9500
1,New South Wales,119041377,Kingsgrove (South) - Bardwell Park,12917
1,New South Wales,119041378,Kogarah,13434
1,New South Wales,119041379,Kogarah Bay - Carlton - Allawah,16349
1,New South Wales,119041380,Monterey - Brighton-le-Sands - Kyeemagh,13635
1,New South Wales,119041381,Rockdale - Banksia,20167
1,New South Wales,119041382,Sans Souci - Ramsgate,16508
1,New South Wales,119041668,Arncliffe - Bardwell Valley,16721
1,New South Wales,119041669,Bexley - North,9994
1,New South Wales,119041670,Bexley - South,15698
1,New South Wales,119041671,Wolli Creek,11348
1,New South Wales,120011383,Concord - Mortlake - Cabarita,23152
1,New South Wales,120011385,Drummoyne - Rodd Point,18218
1,New South Wales,120011386,Five Dock - Abbotsford,20827
1,New South Wales,120011672,Concord West - North Strathfield,12761
1,New South Wales,120011673,Rhodes,11686
1,New South Wales,120021387,Balmain,15437
1,New South Wales,120021389,Lilyfield - Rozelle,13619
1,New South Wales,120021674,Annandale (NSW),9514
1,New South Wales,120021675,Leichhardt,17657
1,New South Wales,120031392,Canterbury (North) - Ashbury,12090
1,New South Wales,120031393,Croydon Park - Enfield,17414
1,New South Wales,120031394,Dulwich Hill - Lewisham,18081
1,New South Wales,120031395,Haberfield - Summer Hill,13502
1,New South Wales,120031396,Homebush,21336
1,New South Wales,120031576,Strathfield South,3591
1,New South Wales,120031676,Ashfield - North,11418
1,New South Wales,120031677,Ashfield - South,12190
1,New South Wales,120031678,Burwood (NSW),16478
1,New South Wales,120031679,Croydon,10920
1,New South Wales,120031680,Strathfield - East,16556
1,New South Wales,120031681,Strathfield - West,9215
1,New South Wales,121011399,Chatswood (West) - Lane Cove North,21600
1,New South Wales,121011401,St Leonards - Naremburn,12207
1,New South Wales,121011682,Artarmon,9397
1,New South Wales,121011683,Castle Cove - Northbridge,13320
1,New South Wales,121011684,Chatswood - East,19701
1,New South Wales,121011685,Greenwich - Riverview,12826
1,New South Wales,121011686,Lane Cove,16046
1,New South Wales,121011687,Willoughby,12854
1,New South Wales,121021403,Asquith - Mount Colah,22353
1,New South Wales,121021404,Berowra - Brooklyn - Cowan,11749
1,New South Wales,121021406,Normanhurst - Thornleigh - Westleigh,19200
1,New South Wales,121021577,Hornsby - East,11925
1,New South Wales,121021578,Hornsby - West,10604
1,New South Wales,121021579,Wahroonga (West) - Waitara,11978
1,New South Wales,121031407,Gordon - Killara,22422
1,New South Wales,121031408,Lindfield - Roseville,24643
1,New South Wales,121031409,Pymble,17254
1,New South Wales,121031410,St Ives,21779
1,New South Wales,121031411,Turramurra,20160
1,New South Wales,121031412,Wahroonga (East) - Warrawee,18142
1,New South Wales,121041413,Cremorne - Cammeray,18915
1,New South Wales,121041414,Crows Nest - Waverton,17924
1,New South Wales,121041416,Neutral Bay - Kirribilli,17202
1,New South Wales,121041417,North Sydney - Lavender Bay,12617
1,New South Wales,121041688,Mosman - North,13727
1,New South Wales,121041689,Mosman - South,14373
1,New South Wales,122011418,Balgowlah - Clontarf - Seaforth,20537
1,New South Wales,122011419,Manly - Fairlight,22748
1,New South Wales,122021420,Avalon - Palm Beach,12907
1,New South Wales,122021421,Bayview - Elanora Heights,11168
1,New South Wales,122021422,Newport - Bilgola,13510
1,New South Wales,122021690,Mona Vale - Warriewood (North),14683
1,New South Wales,122021691,North Narrabeen - Warriewood (South),10904
1,New South Wales,122031424,Beacon Hill - Narraweena,14461
1,New South Wales,122031425,Cromer,8129
1,New South Wales,122031427,Forestville - Killarney Heights,13181
1,New South Wales,122031429,Freshwater - Brookvale,21984
1,New South Wales,122031430,Manly Vale - Allambie Heights,17403
1,New South Wales,122031432,Terrey Hills - Duffys Forest,3722
1,New South Wales,122031692,Belrose,8631
1,New South Wales,122031693,Collaroy - Collaroy Plateau,13773
1,New South Wales,122031694,Dee Why (South) - North Curl Curl,9099
1,New South Wales,122031695,Dee Why - North,18018
1,New South Wales,122031696,Frenchs Forest - Oxford Falls,17193
1,New South Wales,122031697,Narrabeen - Wheeler Heights,11039
1,New South Wales,123011433,Camden - Ellis Lane,13403
1,New South Wales,123011698,Currans Hill,6721
1,New South Wales,123011699,Elderslie - Narellan,14226
1,New South Wales,123011700,Harrington Park,11290
1,New South Wales,123011701,Mount Annan,19157
1,New South Wales,123011702,Spring Farm,10105
1,New South Wales,123021436,Bradbury - Wedderburn,20223
1,New South Wales,123021437,Campbelltown - Woodbine,22935
1,New South Wales,123021438,Claymore - Eagle Vale - Raby,20115
1,New South Wales,123021439,Holsworthy Military Area,3
1,New South Wales,123021441,Leumeah - Minto Heights,16784
1,New South Wales,123021443,Minto - St Andrews,21457
1,New South Wales,123021444,Rosemeadow - Glen Alpine,21239
1,New South Wales,123021703,Denham Court - Bardia,17500
1,New South Wales,123021704,Glenfield,10584
1,New South Wales,123021705,Ingleburn,16745
1,New South Wales,123021706,Macquarie Fields,14128
1,New South Wales,123031445,Bargo,6035
1,New South Wales,123031446,Douglas Park - Appin,11530
1,New South Wales,123031447,Picton - Tahmoor - Buxton,19687
1,New South Wales,123031448,The Oaks - Oakdale,10035
1,New South Wales,124011449,Blackheath - Megalong Valley,5791
1,New South Wales,124011450,Blaxland - Warrimoo - Lapstone,19054
1,New South Wales,124011451,Blue Mountains - North,9
1,New South Wales,124011452,Katoomba - Leura,13195
1,New South Wales,124011453,Lawson - Hazelbrook - Linden,11490
1,New South Wales,124011454,Springwood - Winmalee,21884
1,New South Wales,124011455,Wentworth Falls,6311
1,New South Wales,124021456,Blue Mountains - South,7
1,New South Wales,124031457,Cambridge Park,16179
1,New South Wales,124031459,Emu Plains - Leonay,13833
1,New South Wales,124031460,Glenmore Park - Regentville,20970
1,New South Wales,124031461,Jamisontown - South Penrith,17390
1,New South Wales,124031462,Kingswood - Werrington,25249
1,New South Wales,124031463,Mulgoa - Luddenham - Orchard Hills,12348
1,New South Wales,124031464,Penrith,18814
1,New South Wales,124031465,Warragamba - Silverdale,6437
1,New South Wales,124031707,Cranebrook - Castlereagh,17077
1,New South Wales,124031708,Jordan Springs - Llandilo,14213
1,New South Wales,124041466,Richmond - Clarendon,15512
1,New South Wales,124041467,Windsor - Bligh Park,15337
1,New South Wales,124041468,Yarramundi - Londonderry,7457
1,New South Wales,124051469,Erskine Park,6497
1,New South Wales,124051470,St Clair,19998
1,New South Wales,124051580,Colyton - Oxley Park,13167
1,New South Wales,124051581,St Marys - North St Marys,17662
1,New South Wales,125011475,Rookwood Cemetery,5
1,New South Wales,125011582,Auburn - Central,19729
1,New South Wales,125011583,Auburn - North,10561
1,New South Wales,125011584,Auburn - South,8946
1,New South Wales,125011585,Berala,8491
1,New South Wales,125011586,Lidcombe,21447
1,New South Wales,125011587,Regents Park,5096
